SMILES,YM,rho,Cp,Td,Tg,Tm,NAME,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds
[*]Nc1cccc2c(-c3cccc4c3C(=O)N(c3ccc(-c5ccc(-c6ccc7c(c6)C(=O)c6ccccc6C7=O)cc5)cc3N3C(=O)c5ccc([*])cc5C3=O)C4=O)cccc12,2170.3835,1.3493624,1.2420907,787.6108,573.5349,666.4496,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",789.803,9.2682,120.93,1,7,6
[*]CCC(O)COc1cccc2ccc(-c3cc(NC(=O)C[*])nc4ccccc34)cc12,1217.7284,1.2271696,1.1649957,633.1447,442.77383,562.78796,"Polyamide derived from aromatic unit, containing amide, ketone",398.462,5.0585,71.45,2,4,8
[*]c1ccc(-c2ccc(-c3nc4ccccc4n3-c3nc4ccccc4n3-c3ccc4[nH]c([*])nc4c3)cc2)cc1,1977.5494,1.2855244,1.1377171,768.4839,571.1753,682.6035,"Polymer derived from aromatic unit, containing no major functional groups",500.565,5.9239,64.32,1,5,4
[*]c1ccc(-c2cc(-c3ccc([*])cc3)c(Cc3ccc(N=Cc4ccc(-c5ccncc5)cc4)cc3)s2)cc1,2148.5789,1.2652421,1.2383868,650.2951,375.12283,475.89014,"Polymer derived from aromatic unit, containing no major functional groups",504.658,7.8347,25.25,0,3,7
[*]c1ccc2c(c1)C(=O)N(c1ccc(OC(=O)CCCCC(=O)Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2165.1753,1.4074377,1.352901,730.42334,523.30817,669.9424,"Polyimide derived from aromatic diacid-derived unit, containing amide, ester, imide, ketone",586.556,3.7084,127.36,0,8,9
[*]Oc1ccc(-c2ccc3ccccc3c2-c2ccc(-c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c3c2C2c4ccccc4C3c3ccccc32)cc1,2030.119,1.315548,1.3019074,794.0228,534.76587,626.2176,"Polymer derived from aromatic unit, containing no major functional groups",691.786,10.6463,46.61,0,3,5
[*]c1cccc2c1C(=O)N(N1C(=O)c3ccc(-c4ccc(C5CCC(c6ccc7c(c6)C(=O)N(N6C(=O)c8cccc([*])c8C6=O)C7=O)CC5)c(N5C(=O)c6ccc(C(F)(F)F)cc6C5=O)c4)cc3C1=O)C2=O,1727.5872,1.347917,1.21545,721.5585,541.3979,612.3104,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",951.826,6.578,186.9,0,10,6
[*]Oc1cccc(-c2ccc(NC(=NO)C(=NO)NC(=O)c3ccc(-n4c(=O)c5cc6oc7cc8c(cc7oc6cc5c4=O)C4(C(C)C)C5=CC6Oc7cc9c(cc7OC6C=C5C8(C(C)C)c5ccccc54)C(=O)N([*])C9=O)cc3)cc2)c1,2346.593,1.228258,1.2809505,684.8405,496.42905,587.16254,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",1077.075,10.1172,236.73,4,15,7
[*]CCCCCCc1ccc(-c2ccc(N=Nc3c(N4C(=O)c5ccc(-c6ccc(N=Nc7c(CCCC[*])ccc8ccccc78)cc6)cc5C4=O)ccc4ccccc34)cc2)o1,1322.7397,1.1417307,1.0885077,717.2157,474.3399,554.1309,"Polymer derived from aromatic unit, containing no major functional groups",811.986,15.9122,99.96,0,7,17
[*]N1C(=O)c2ccc(-c3ccc(N4CCCC4c4ccc(-c5ccc(N6CCCC6c6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3)cc2C1=O,1713.3975,1.282797,1.2841954,762.5646,544.46576,645.0181,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",656.742,7.8242,81.24,0,6,6
[*]c1ccc(C(F)(F)F)c(C(C)(C)c2cc(C(F)(F)F)ccc2N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N([*])C3=O)c1,1830.9642,1.4445391,1.2878718,731.8212,531.205,626.6875,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",784.509,8.602,83.99,0,5,3
[*]CC=C(C#N)c1ccc(C)c(-c2ccccc2-c2ccc(C)c(OC[*])c2)c1,2000.4724,1.2402519,1.2966571,718.28546,433.74872,547.7236,"Polymer derived from aromatic unit, containing no major functional groups",351.449,6.39762,33.02,0,2,6
[*]OS(=O)(=O)c1ccc(OS(=O)(=O)c2ccc(C3(c4nnc([*])c(-c5ccc(-c6ccccc6)s5)n4)CCCCC3)cc2)cc1,1705.9447,1.4352252,1.659853,602.1364,422.72775,495.16617,"Polysulfone derived from aromatic unit, containing sulfone",631.757,5.6292,125.41,0,10,9
[*]c1cccc(CCCCCCc2nc(CCCCCCc3ccc(-c4cccc5c4C(=O)N([*])C5=O)cc3)cs2)c1,1392.9348,1.1170452,1.092455,685.0379,415.71216,501.15027,"Polyamide derived from aromatic unit, containing amide, ketone",548.752,7.7362,50.27,0,4,15
[*]CCCCCOc1ccc(-c2ccc3[nH]c(-c4nc5cc(N6C(=O)c7ccc(CCCCC[*])cc7C6=O)ccc5[nH]4)nc3c2)cc1,2140.9832,1.2467443,1.1955758,742.14026,527.4028,615.78345,"Polymer derived from aromatic unit, containing no major functional groups",609.73,8.7709,103.97,2,5,14
[*]c1nnc(-c2sc([*])nc2-c2ccc3oc(-c4ccc(Oc5ccccc5)cc4)nc3c2)o1,2258.3528,1.3410633,1.1855887,739.1914,571.3849,643.80615,"Polymer derived from organic repeating unit, containing no major functional groups",436.452,4.8098,87.07,0,8,5
[*]c1ccc2c(c1)C(=O)N(c1nc3cc(N4C(=O)c5ccc(-c6ccc7oc(-c8ccc9oc(C([*])(c%10ccccc%10)C(F)(F)F)nc9c8)nc7c6)cc5C4=O)ccc3o1)C2=O,2120.3254,1.3517344,1.2012285,813.3527,607.2369,719.0899,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",799.677,8.5752,152.85,0,10,6
[*]C(=O)c1[nH]c(-c2ccc(-c3ccccc3)cc2)nc1-c1ccc([*])cc1,2420.009,1.3582021,1.1712178,743.9387,532.0208,658.3178,"Polymer derived from aromatic unit, containing no major functional groups",322.367,4.2748,45.75,1,2,4
[*]OC(=O)c1ccc(C(c2ccc3c(c2)C(=O)N(c2cccc([*])c2C#N)C3=O)(C(F)(F)F)C(F)(F)F)cc1,2084.3557,1.4091402,1.2968477,719.67175,534.9159,631.85614,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",516.353,4.56528,87.47,0,5,4
[*]c1ccc(-c2ccc(-c3ccc(-c4cccc(-c5ccc(N6C(=O)C7C8C=CC(C9C(=O)N([*])C(=O)C89)C7C6=O)cc5C)c4)c(C)c3)cc2)cc1,2259.762,1.1872514,1.2931938,682.938,517.7851,598.0061,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",652.75,7.13294,74.76,0,4,5
[*]c1cc(-c2ccc(N3C(=O)c4ccc(COc5ccc(C#N)cc5)cc4C3=O)cc2)c([*])s1,2594.4778,1.3444616,1.2697918,694.55536,471.23975,631.1505,"Polymer derived from aromatic unit, containing no major functional groups",434.476,4.01558,70.4,0,5,5
[*]C(=O)N1CC[N+](C)(c2ccc([N+]3(C)CCN(c4ccc(-c5ccc([*])cc5)cc4)CC3)c(F)c2)CC1,2309.0764,1.3315997,1.2195396,651.8762,433.43463,536.88885,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",472.608,4.0466,23.55,0,2,4
[*]c1ccc(Nc2ccc(Oc3ccc(N4C(=O)c5cc(Cl)c(-c6ccc([*])s6)cc5C4=O)c(C)c3)cc2)s1,2416.779,1.3361281,1.2204388,717.5643,500.63852,606.41864,"Polymer derived from aromatic unit, containing no major functional groups",541.053,7.12412,58.64,1,6,6
[*]OC(=S)c1ccc(OCCOc2ccc(C(C)(C)c3ccc([*])cc3)cc2)cc1,2299.691,1.2438719,1.3064133,643.0533,374.8243,502.95508,"Polymer derived from aromatic unit, containing no major functional groups",390.504,4.8013,27.69,0,4,8
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(O)c(-c3ccc(N=Nc4ccc(-c5ccc(-c6c7cccccc8ccccccc=8c([*])cc6-7)cc5)c(C)c4)cc3)c1)C2=O,2106.4749,1.2997718,1.2164737,746.7208,523.4821,603.07983,"Polyamide derived from aromatic unit, containing amide, ketone",751.842,11.8893,91.56,1,6,7
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(CCCCCCc4cccc([*])c4)C5=O)cc3C2=O)cc1,1788.3466,1.3015407,1.2135427,672.94794,494.60434,586.06665,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",526.592,4.9025,74.76,0,4,9
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccccc3-c3ccc4c(c3)C(=O)N(c3ccc([*])cc3Br)C4=O)c(Br)c1)C2=O,2440.2969,1.4663162,1.5396314,803.9054,572.9741,658.7887,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",704.33,7.0109,91.83,0,5,5
[*]Oc1nc2ccc(Cc3cccc(-c4ccc(N=Cc5ccc(C6CC(=O)N([*])C6=O)cc5)cc4)c3)cc2o1,1944.7892,1.2276574,1.1952438,641.52295,442.98526,503.2308,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",499.526,5.9861,85,0,6,7
[*]CC1CC(C=[*])C(c2cccc(-c3ccc(-c4ccccn4)cc3)c2)C1c1cccc(-c2ccccn2)c1,1856.468,1.2475728,1.334255,644.3899,445.47488,536.60236,"Polymer derived from organic repeating unit, containing no major functional groups",477.631,8.3002,25.78,0,2,7
[*]n1c(=O)c2cc3c(=O)n(Cc4ccc(OC)cc4Cc4ccc([N+]([*])(C)C)cc4)c(=O)c3cc2c1=O,1747.2998,1.3608124,1.401909,718.0755,529.4879,590.7116,"Polymer derived from organic repeating unit, containing no major functional groups",468.489,1.9037,87.37,0,7,6
[*]Oc1ccc(C2(C)CC(C)(C)c3cc(C(=O)c4ccc(S(=O)(=O)c5ccc(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)cc5)cc4)ccc32)cc1,2193.5708,1.3378125,1.3064921,758.88715,540.91815,640.4892,"Polysulfone derived from aromatic unit, containing sulfone",784.846,6.7752,138.58,0,10,8
[*]OC1(c2ccc(P(=O)(c3ccccc3)c3ccc(-c4ccc(P(=O)(c5ccccc5)c5ccc(Oc6ccc([*])cc6C)cc5)cc4)cc3)cc2)CC2CC1C1CCCC21,2440.2002,1.2308289,1.2318594,761.1428,525.6676,627.9436,"Polyphosphonate derived from organic repeating unit, containing phosphonate",808.895,10.04002,52.6,0,4,11
[*]CC([*])(C)C(=O)Nc1ccccc1-c1ccc(-c2ccc(-c3cc(C)on3)cc2)cc1,2147.915,1.2205541,1.1465731,595.08624,410.70566,509.90588,"Polyamide derived from organic repeating unit, containing amide, ketone",394.474,6.61802,55.13,1,3,6
[*]c1ccc2c(c1)C(=O)N(c1ccc(CCCCCC(=O)N3C(=O)c4ccc(-c5cc(C)c(-c6ccc7c(c6)C(=O)N([*])C7=O)c(C)c5)cc4C3=O)cc1)C2=O,1739.4419,1.283396,1.2491328,752.6669,545.4694,630.7052,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",713.746,6.59864,129.21,0,7,9
[*]c1ccc(-c2ccc3c(c2)C(=O)N(C(C)(C)c2ccc4c(c2)C(=O)N(C(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N2C(=O)c5ccc(-c6ccc7c(c6)C(=O)N([*])C7=O)cc5C2=O)C4=O)C3=O)cc1,2090.782,1.223371,1.2593033,698.9047,466.7467,578.67456,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",1035.207,11.5342,183.66,0,10,25
[*]Oc1cc(C)c(-c2c(C)cc(-c3ccc(-c4cc(C)c(-c5ccc6nc(O[*])cnc6c5)c(C)c4)cc3)cc2C)c(C)c1,1986.5167,1.1649901,1.2600087,737.8042,524.0798,593.9893,"Polymer derived from aromatic unit, containing no major functional groups",548.686,9.83452,44.24,0,4,6
[*]CCc1cc(-c2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)nn1-c1ccc(-c2ccc3c(c2)C(=O)N(CC[*])C3=O)cc1,2061.6902,1.2953049,1.1800865,751.46735,543.53064,611.6042,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",564.601,6.0806,92.58,0,6,8
[*]Oc1ccc(N2C(=O)c3ccc(Oc4cc(N5C(=O)c6ccc([*])cc6C5=O)c(O)cc4O)cc3C2=O)cc1,2234.337,1.4514272,1.3589091,742.1231,566.8767,652.92035,"Polyimide derived from aromatic diacid-derived unit, containing imide",506.426,3.509,133.68,2,8,5
[*]C(=O)c1cccc(-c2ccc(C3(C)CC(C)(C)c4ccc(Nc5ccc(C6(C)CC(C)(C)c7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc76)cc5)cc43)cc2)c1,2368.3179,1.2163718,1.2411112,759.04205,511.98096,600.5668,"Polymer derived from aromatic diacid-derived unit, containing no major functional groups",732.924,10.7365,66.48,1,4,7
[*]C(=O)c1cc(F)ccc1-c1ccc(-c2ccc(N([*])C)cc2)c(C(F)(F)F)c1,2116.5957,1.4127067,1.2752807,764.9752,501.1677,616.8058,"Polymer derived from aromatic unit, containing no major functional groups",371.333,5.7685,20.31,0,2,4
[*]c1nc2cc(-c3ccc(C(=O)c4cccc(-c5nc6ccccc6n5-c5ccc(N=Cc6ccc(-n7c([*])nc8ccccc87)cc6)cc5)c4)cc3)ccc2[nH]1,2179.3147,1.3048754,1.3511398,753.25183,542.6012,631.5205,"Polymer derived from carbonyl-containing unit, containing no major functional groups",707.797,8.9055,93.75,1,7,8
[*]c1ccc(-c2ccc(-c3ccc(S(=O)(=O)N(C)S(=O)(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)cc2)cc1,2086.9524,1.4585687,1.3114719,732.35345,538.79114,661.8287,"Polysulfone derived from aromatic unit, containing sulfone",606.681,4.1798,108.9,0,6,7
[*]c1ccc([*])n1-c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(c1cccc(C4CCC5CCCCC5C4)c1)C3=O)C2=O,1949.5686,1.2388345,1.2078968,728.22754,534.579,633.77386,"Polyamide derived from aromatic unit, containing amide, ketone",567.645,5.5016,79.69,0,5,4
[*]Oc1cccc(C(=O)c2cccc(C3CCC(c4nc5ccccc5n4[*])CC3)c2)c1,2348.0063,1.2353877,1.4834006,720.8156,491.3894,573.8709,"Polymer derived from aromatic unit, containing no major functional groups",394.474,5.8642,44.12,0,4,5
[*]OC(=O)Oc1ccc(S(=O)(=O)c2ccc(-c3cccc(-c4ccc(S(=O)(=O)c5ccc(-c6ccc(C(=S)c7ccc([*])s7)cc6)cc5)cc4)c3)cc2)cc1,1966.0563,1.3191549,1.2006806,693.3776,490.50888,572.55444,"Polycarbonate derived from aromatic unit, containing carbonate, ester, ketone, sulfone",770.931,9.3353,103.81,0,9,10
[*]c1ccc(CC(=O)Oc2nnc3c4ccccc4nc(Oc4nc5ccccc5c5nnc([*])n45)n23)cc1,1827.0098,1.3125713,1.1899791,703.1329,524.0936,608.91,"Polyester derived from aromatic unit, containing ester, ketone",486.451,2.158,121.69,0,11,5
[*]c1ccc(C(C)(C)c2ccc3nc(-c4c(C)cc(-c5cc(C)c(C6CCC(c7cc(C)c([*])c(C)c7)CC6C)c(C)c5)cc4C)cnc3c2)cc1,1811.0154,1.1221927,1.2842559,703.6131,504.6141,560.108,"Polymer derived from aromatic unit, containing no major functional groups",654.942,11.17682,25.78,0,2,6
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5oc(C(=O)Oc6nc7cc([*])ccc7o6)nc5c4)cc3C2=O)cc1,2307.5154,1.3593923,1.2060707,811.74603,605.7658,705.89154,"Polyimide derived from aromatic diacid-derived unit, containing ester, imide, ketone",499.438,4.005,115.74,0,8,4
[*]N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Nc5ccc(-c6ccc7c(c6)C(=O)N([*])C7=O)c6ccccc56)c5ccccc35)C4=O)cc2C1=O,2005.473,1.3065704,1.2591431,769.497,572.7717,657.2391,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",702.682,7.9918,124.17,1,7,5
[*]Sc1nc(-c2cc(C(=O)c3ccccc3)nc(-c3ccccc3C)c2)c([*])[nH]1,1803.9132,1.355337,1.3159378,682.8291,446.74487,541.8132,"Polymer derived from carbonyl-containing unit, containing no major functional groups",369.449,4.40912,58.64,1,4,5
[*]Oc1cccc2c(-c3ccc(S(=O)(=O)c4ccc(C(C)(C)c5cccc(C(=O)N([*])c6ccccc6)c5)cc4)cc3)cccc12,2119.3918,1.278659,1.2785311,739.825,495.38495,587.7737,"Polysulfone derived from aromatic unit, containing amide, ketone, sulfone",595.72,8.6197,63.68,0,4,8
[*]C(=O)CS(=O)(=O)CCS(=O)(=O)CC(=O)N1C(=O)c2ccc(Nc3cccc(-c4ccc(-c5ccc([*])cc5)cc4)c3)cc2C1=O,1710.295,1.4010435,1.220447,656.171,488.99692,593.33075,"Polysulfone derived from carbonyl-containing unit, containing amide, ketone, sulfone",628.684,2.9669,151.83,1,9,11
[*]C(=O)c1ccc(-c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(-n5c(=O)c6cc7c(=O)n(-n8c9ccc([*])cc9c9cccnc98)c(=O)c7cc6c5=O)c(C)c3)C4=O)cc2C)cc1,2050.361,1.3008962,1.2200773,787.7408,572.3898,700.0574,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",809.794,6.33144,150.41,0,11,6
[*]CCOc1ccc2c(c1)C(=O)N(c1ccc3sc4ccc(-c5ccc(OC[*])cc5)cc4c3c1)C2=O,2341.1643,1.2910224,1.2521338,734.602,493.8812,621.3804,"Polyamide derived from aromatic unit, containing amide, ketone",477.541,6.7541,55.84,0,5,7
[*]CCC(=O)CCCCCCCC(=O)NC(=O)c1ccc(-c2ccc(OC[*])cc2)cc1,1270.574,1.2416208,1.2527851,660.3381,386.2059,595.7294,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",407.51,5.1531,72.47,1,4,14
[*]c1cc(-c2ccc3c(c2)C(=O)N(c2ccc4oc(-c5nc6cc(CC(C#N)(C#N)Cc7ccc8oc(-c9ccc(C#N)cc9)nc8c7)ccc6o5)nc4c2)C3=O)c([*])s1,2247.668,1.3268243,1.1507943,748.0105,550.2038,659.85925,"Polyamide derived from aromatic unit, containing amide, ketone",771.774,8.01294,186.84,0,12,8
[*]Oc1cccc(-c2ccc3nc([*])c(C(C)(C)c4ccccc4)c(N4C(=O)C5CC=CCC5C4=O)c3c2)c1,2345.7583,1.2185768,1.2753847,686.1474,479.02637,607.4446,"Polymer derived from aromatic unit, containing ketone",486.571,5.701,59.5,0,4,5
[*]OC1CCC(c2nc3cc(-c4ccc5oc(-c6ccc7oc(-c8nnc([*])o8)nc7c6)nc5c4)ccc3o2)CC1,2010.1532,1.3012748,1.0783315,739.67786,556.5783,640.8928,"Polymer derived from organic repeating unit, containing no major functional groups",517.501,6.1759,126.24,0,10,5
[*]Sc1cc(C)c(C)c(-c2cc(N3C(=O)c4ccc(-c5cccc6c(-c7ccc([*])cc7)cccc56)cc4C3=O)cc(C)c2C)c1,1941.1431,1.2810947,1.224637,768.71985,511.20062,612.9438,"Polymer derived from aromatic unit, containing no major functional groups",587.744,9.60608,37.38,0,3,5
[*]OC1CCC(c2ccc(C3CCC(NC(=O)c4ccc([*])cc4)CC3C)cc2)CC1C,1730.3214,1.0177212,1.359191,649.2084,479.43695,544.7411,"Polyamide derived from carbonyl-containing unit, containing amide",403.566,5.3165,38.33,1,2,5
[*]c1nc2cc3sc(-c4ccc(-c5c(C)cc(N6C(=O)c7ccc(N8C(=O)c9ccc(N%10C(=O)c%11ccc(S(=O)(=O)c%12ccc%13c(c%12)C(=O)N([*])C%13=O)cc%11C%10=O)cc9C8=O)cc7C6=O)cc5C)s4)nc3cc2s1,2325.4236,1.3423166,1.3144246,753.7437,568.9359,647.87897,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone, sulfone",1021.064,8.38784,209.44,0,15,7
[*]OCC(C)c1ccc(N=Nc2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)c(CCCCCC)c3)cc2)cc1,1787.5605,1.2186621,1.2557989,665.1061,449.67795,533.9697,"Polyamide derived from aromatic unit, containing amide, ketone",543.667,9.2035,71.33,0,5,12
[*]c1ccc(N/C=C\C(=O)c2cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(Oc6ccc([*])cc6)cc5C4=O)c3)c2)cc1,2654.0007,1.3834163,1.3389585,778.75604,514.19244,622.0467,"Polyimide derived from aromatic diacid-derived unit, containing imide, phosphonate",658.65,6.0766,92.78,1,6,10
[*]Cn1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4C=CC3CC3[*])ccc21,1876.1096,1.203622,1.1754295,695.27484,439.67505,551.0507,"Polymer derived from organic repeating unit, containing no major functional groups",410.52,7.9046,9.86,0,2,4
[*]c1ccc(C2C(O)OC(C3C(=O)N(c4ccc(-c5ccc(-c6cccc(F)c6)cc5)cc4)C(=O)C3[*])C(O)C2O)cc1,1935.503,1.39285,1.3625333,634.8255,526.24713,592.20355,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",551.57,3.3843,107.3,3,6,5
[*]OC1CCCC(C(C)c2ccc(-c3cccc4c(C(C)N5C(=O)c6ccc(S(=O)(=O)c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)cccc34)cc2)C1,2240.867,1.264051,1.3276875,685.0522,514.2922,613.85834,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone, sulfone",710.808,7.9003,118.13,0,7,8
[*]C(=O)CCCCC(=O)NNC(=O)c1cccc(-c2ccc(C(=O)N3C(=O)CC(c4ccc(C5CC(=O)N([*])C5=O)cc4)C3=O)cc2)c1,2211.2947,1.289135,1.2919708,607.3211,471.61334,540.0008,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",620.618,2.7406,167.1,2,8,10
[*]CCCCCNc1cccc(-c2ccc(-c3ccc(OCCC[*])cc3)c3nsnc23)c1,2286.3425,1.2333747,1.2144148,687.53503,438.3224,550.2186,"Polymer derived from aromatic unit, containing no major functional groups",429.589,7.3116,47.04,1,5,12
[*]Nc1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc(-c6ccc(-c7nnc([*])o7)cc6)cc5)cc4C3=O)s2)s1,2040.7277,1.3293203,1.2531592,783.6439,545.8884,667.6379,"Polymer derived from aromatic unit, containing no major functional groups",544.617,6.712,88.33,1,8,6
[*]NC(=O)c1cc(O[*])cc(N2C(=O)c3ccc(NCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc3C2=O)c1,1493.6436,1.2829405,1.1765687,670.6469,381.62527,488.87534,"Polyimide derived from aromatic unit, containing amide, imide",953.584,11.7272,87.74,2,5,23
[*]Oc1cc(-c2ccc(-c3ccc(C=Nc4ccc(Oc5cccc(C)c5)cc4)cc3)cc2)c([*])s1,2234.282,1.2768749,1.2446789,646.55786,384.12274,506.98828,"Polymer derived from aromatic unit, containing no major functional groups",459.57,7.95112,30.82,0,4,7
[*]Nc1cc(-c2ccc(N)c(C3(c4ccc(O[SH](=O)=O)cc4)CCC(c4nnc([*])o4)CC3)c2)ccc1N,1560.0172,1.3348852,1.1636858,669.90497,489.49155,558.7736,"Polymer derived from aromatic unit, containing no major functional groups",503.584,3.5009,146.36,4,9,7
[*]CCCCCCCCCCCc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C[*])cc3)cc2)cc1,1169.1321,1.2249407,1.2525679,713.28687,383.12424,474.05386,"Polysulfone derived from aromatic unit, containing sulfone",476.682,8.382,43.37,0,3,16
[*]c1ccc(S(=O)(=O)c2ccc(-c3ccc(-c4ccc(C=Nc5ccc(-c6nc7ccccc7n6-c6ccc(N=Cc7ccc(-c8nc9ccccc9n8-c8ccc9[nH]c([*])nc9c8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,1950.9879,1.2552602,1.2046316,756.2642,561.2544,657.2151,"Polysulfone derived from aromatic unit, containing sulfone",999.172,13.5919,123.18,1,9,12
[*]CCNC(=O)CC(=O)N1C(=O)c2ccc(N3C(=O)c4ccc(N5C(=O)c6ccc(N(C)CC[*])cc6C5=O)cc4C3=O)cc2C1=O,2153.3728,1.3303452,1.270745,638.664,497.6786,565.8206,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",605.563,2.2881,161.55,1,9,9
[*]c1ccc2c(c1)C(=O)N(C(C)(C)c1ccc3c(c1)C(=O)N(c1ccccc1-c1cccc(C(n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)(C(F)(F)F)C(F)(F)F)c1)C3=O)C2=O,2012.9119,1.4256225,1.50628,789.42566,560.9581,646.2526,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",848.668,5.2665,152.9,0,10,6
[*]N1C(=O)c2ccc(N3C(=O)c4ccc(Oc5cc(C=Nc6nc(OC)cs6)ccc5-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C3=O)cc2C1=O,1944.6813,1.4068245,1.3430127,779.62775,532.12317,593.52185,"Polyimide derived from carbonyl-containing unit, containing imide",736.634,3.0829,196.61,0,15,7
[*]Cc1ccc(-c2ccc(-c3ccc4c(c3)C(=O)N(C3(OC([*])=O)CCCCC3)C4=O)cc2)cc1,1665.1256,1.3115839,1.2264758,717.5905,496.84528,618.5932,"Polyamide derived from aromatic unit, containing amide, ketone",437.495,6.0122,63.68,0,4,5
[*]Oc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5c(C)cc(C)c(N6CCN([*])CC6)c5C)cc4C)cc3)cc2)cc1C,1935.3599,1.2354214,1.1605656,706.4346,518.4739,609.15045,"Polymer derived from aromatic unit, containing no major functional groups",550.746,9.3261,15.71,0,3,6
[*]c1ccc(N=Cc2ccc(NCCCCCC(=O)NNC(=O)c3cc(C)c(-c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C)c(C)c3)cc2)cc1,1537.7228,1.1867148,1.1938212,695.5857,505.31784,590.53735,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",689.816,7.36486,119.97,3,6,12
[*]C(=O)c1cc(-c2cccc(N3C(=O)c4ccc(-c5ccc(CCCCCCCC)cc5)cc4C3=O)c2C#N)c([*])s1,1987.8942,1.2753658,1.3185968,672.6035,380.56097,509.54532,"Polymer derived from aromatic diacid-derived unit, containing no major functional groups",544.676,7.52148,78.24,0,5,11
[*]OC(=S)Oc1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(c1ccc(N4C(=O)c5ccc([*])cc5C4=O)cc1-c1ccccc1)C3=O)C2=O,2280.3088,1.385992,1.3240973,710.96094,535.6271,636.11804,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",663.623,5.0746,130.6,0,9,5
[*]Nc1ccc(Oc2ccc(-c3ccc(C(c4ccc([*])cc4)(C(F)(F)F)C(F)(F)F)cc3C)cc2C)cc1,1890.2555,1.3328189,1.315108,729.86597,491.69067,591.3519,"Polymer derived from aromatic unit, containing no major functional groups",513.481,8.22424,21.26,1,2,6
[*]c1cc(C#N)c(-c2ccc(Nc3sc(-c4sc([*])cc4C#N)cc3C#N)cc2)s1,2362.0059,1.2734908,1.1776724,671.1556,449.6906,541.8812,"Polymer derived from aromatic unit, containing no major functional groups",412.524,4.91294,83.4,1,7,4
